Entity,Code,Year,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
United Kingdom of Great Britain and Northern Ireland,GBR,2016,35685,5.97534511,26.52320899,54.35804693
Georgia,GEO,2021,1061,1.77110807,17.02872176,28.60910152
United Kingdom of Great Britain and Northern Ireland,GBR,2015,35557,5.89882561,26.92585828,54.61063037
Georgia,GEO,2020,1176,2.32700793,19.01572744,31.58984349
Georgia,GEO,2016,1086,2.13901637,18.45330512,29.13476977
Georgia,GEO,2019,1104,2.366103,18.10836719,29.67613498
Georgia,GEO,2018,1157,2.48688849,19.30865785,31.0474961
Guadeloupe,GLP,2016,70,2.1691974,9.19881519,17.5103749
Georgia,GEO,2015,1021,2.07854075,17.64764239,27.40736525
Georgia,GEO,2017,1075,2.24791937,18.11508725,28.83580984
Guadeloupe,GLP,2015,65,2.23675155,8.84922787,16.23964723
Greece,GRC,2019,7117,5.69287131,28.64959175,66.38032747
Greece,GRC,2020,7014,5.35076745,27.97701289,65.56004722
Greece,GRC,2018,7046,5.85395844,28.96141629,65.64862538
Greece,GRC,2016,7127,5.99149237,29.89132598,66.13778095
Grenada,GRD,2021,13,1.01960784,9.84843234,11.50228719
Grenada,GRD,2020,15,1.45489816,11.07135733,13.33060797
Greece,GRC,2015,7158,5.89208544,30.53143938,66.14937449
Greece,GRC,2017,7178,5.76444323,29.49173716,66.7429062
Grenada,GRD,2017,11,1.25,8.04458559,9.92117178
Grenada,GRD,2019,11,1.12130479,8.26632845,9.8211655
Grenada,GRD,2018,12,1.24610592,9.12086689,10.76677374
Grenada,GRD,2016,24,2.66963293,18.18602672,21.76653577
Guatemala,GTM,2020,454,0.47291174,3.91375558,2.53410888
Guatemala,GTM,2018,416,0.50077644,3.92519309,2.41189496
Guatemala,GTM,2015,348,0.43028834,3.61043421,2.1412184
Guatemala,GTM,2017,384,0.46986271,3.67851809,2.27017843
Guatemala,GTM,2019,445,0.51985981,4.00558234,2.53107362
Grenada,GRD,2015,8,0.92059839,6.46594667,7.29933667
Guatemala,GTM,2016,403,0.48810028,4.06397054,2.43018846
Guyana,GUY,2018,55,1.09105336,8.21164518,7.06027938
French Guiana,GUF,2015,30,3.60576923,18.50612972,11.49429691
French Guiana,GUF,2016,18,1.99778024,11.70750878,6.72090687
Guyana,GUY,2019,44,0.88424437,6.21995536,5.62109238
Guyana,GUY,2017,33,0.59129188,4.97613763,4.25684514
Guyana,GUY,2016,29,0.58268033,4.72676012,3.75955445
"China, Hong Kong SAR",HKG,2016,3780,8.10081008,26.07914697,51.52250361
Guyana,GUY,2015,39,0.67544163,6.0756306,5.08188348
"China, Hong Kong SAR",HKG,2015,4031,8.62116902,28.9212684,55.28506576
Croatia,HRV,2020,2819,4.94361924,31.50557373,69.64483358
"China, Hong Kong SAR",HKG,2017,3890,8.47808557,25.88360104,52.62659469
Croatia,HRV,2019,2874,5.54890528,32.44640357,70.69670695
Croatia,HRV,2016,2866,5.56051376,33.55998454,68.65741221
Croatia,HRV,2015,2821,5.20431694,33.60158208,67.10908068
Croatia,HRV,2017,2994,5.59866859,34.85233968,72.59007145
Hungary,HUN,2017,8840,6.71355013,46.70976653,90.31498475
Hungary,HUN,2015,8753,6.64631692,47.52769292,88.92588744
Hungary,HUN,2018,8716,6.65115037,45.67508209,89.16109597
Ireland,IRL,2018,1820,5.8445729,23.18604514,37.47157462
Hungary,HUN,2016,8883,6.99157045,47.50250631,90.51333994
Iran (Islamic Republic of),IRN,2016,5687,1.67360692,8.64426613,7.11530765
Hungary,HUN,2019,8447,6.51759604,43.47721911,86.44844175
Iran (Islamic Republic of),IRN,2015,5042,1.53968773,8.39060633,6.42356697
Iraq,IRQ,2016,1704,1.51023664,10.77305741,4.65438564
Iraq,IRQ,2015,1586,1.46975692,10.34732815,4.4585302
Israel,ISR,2020,1880,3.85269586,15.06058058,20.40125981
Israel,ISR,2019,1904,4.13877054,15.68318473,21.0293008
Israel,ISR,2018,1908,4.28407841,16.21774074,21.47979824
Israel,ISR,2017,1842,4.13041528,16.02502305,21.14017476
Israel,ISR,2016,1897,4.31469772,17.2727136,22.19749593
Israel,ISR,2015,1924,4.346451,18.2415349,22.95901908
Ireland,IRL,2015,1828,6.06764696,25.547796,38.9949458
Iceland,ISL,2020,122,5.29284165,18.91582283,33.29121903
Iceland,ISL,2017,124,5.54561717,22.32640509,36.10954588
Iceland,ISL,2019,124,5.44576197,19.78699471,34.39066127
Iceland,ISL,2018,130,5.75730735,21.83171747,36.85637778
Iceland,ISL,2015,117,5.36205316,22.037231,35.36725265
Iceland,ISL,2016,156,6.75324675,27.67185279,46.50622021
Italy,ITA,2017,33904,5.21107754,22.3086086,56.00568739
Italy,ITA,2018,33835,5.34568837,21.94064366,56.50729849
Italy,ITA,2019,33017,5.14719638,20.82604472,55.54784362
Italy,ITA,2016,33838,5.47466926,22.54435794,55.81295801
Italy,ITA,2015,33975,5.25889717,23.07361467,55.94380769
Japan,JPN,2019,75394,5.45900964,17.20835929,60.93371326
Jordan,JOR,2018,501,3.11431591,9.40063047,5.02743615
Jordan,JOR,2017,505,2.71097273,9.75508381,5.16051606
Jordan,JOR,2015,477,2.48566962,9.96154484,5.14753293
Japan,JPN,2020,75585,5.50608084,16.98287523,61.25254117
Japan,JPN,2018,74328,5.45538617,17.34731771,59.83660135
Jordan,JOR,2016,466,2.48719044,9.55256141,4.8773922
Japan,JPN,2016,73838,5.64619483,18.24664434,59.0608312
Japan,JPN,2017,74120,5.52970501,17.69034288,59.46322438
Japan,JPN,2015,74378,5.76375263,18.84640426,59.35079481
Kazakhstan,KAZ,2019,2361,1.77348116,12.57909816,12.75273686
Kazakhstan,KAZ,2021,2140,1.17322632,10.8686622,11.26148645
Kazakhstan,KAZ,2018,2446,1.87507666,13.46297504,13.38334158
Kazakhstan,KAZ,2017,2471,1.91537025,14.00244471,13.69902846
Kazakhstan,KAZ,2016,2615,1.99266942,15.29380586,14.6709376
Kazakhstan,KAZ,2015,2717,2.07358676,16.32520542,15.48666488
Kazakhstan,KAZ,2020,2385,1.47830884,12.32883434,12.71615769
Kyrgyzstan,KGZ,2019,483,1.45066827,10.80592311,7.48081589
Kyrgyzstan,KGZ,2017,471,1.42012905,11.5762908,7.59865547
Saint Kitts and Nevis,KNA,2016,8,1.99501247,,
Kyrgyzstan,KGZ,2016,506,1.5115758,12.14667364,8.1633114
Kyrgyzstan,KGZ,2018,520,1.576283,12.21103584,8.22379476
Kyrgyzstan,KGZ,2015,453,1.30138757,11.60704732,7.60415298
Saint Kitts and Nevis,KNA,2015,7,1.88679245,,
Republic of Korea,KOR,2020,18673,6.12333906,18.22104735,36.36469223
Republic of Korea,KOR,2019,18574,6.2939243,18.97754065,36.18023374
Republic of Korea,KOR,2015,17399,6.30638468,21.50249231,34.14801306
Republic of Korea,KOR,2018,17852,5.97416505,19.07714542,34.79862334
Republic of Korea,KOR,2017,17980,6.29697339,20.21453984,35.09614078
Republic of Korea,KOR,2016,17963,6.39646473,21.21889369,35.14372081
Kuwait,KWT,2019,122,1.66986039,7.05425606,2.62308673
Kuwait,KWT,2018,91,1.33685912,6.01676558,1.99387857
Kuwait,KWT,2017,129,1.93142686,8.3848344,2.9069833
Kuwait,KWT,2016,94,1.4831177,7.21343495,2.17074628
Saint Lucia,LCA,2018,19,1.66520596,8.63527455,10.44593131
Kuwait,KWT,2015,110,1.69726894,8.43876629,2.72314637
Lebanon,LBN,2021,756,2.74121614,11.36929839,11.16832168
Lebanon,LBN,2020,828,3.90621314,12.83573907,12.13107717
Lebanon,LBN,2019,801,4.31945643,12.77736471,11.68368629
Saint Lucia,LCA,2020,18,1.41398272,8.05813948,9.80248003
Saint Lucia,LCA,2019,11,0.85007728,4.82889861,6.01783467
Saint Lucia,LCA,2016,17,1.48861646,8.5077849,9.44318535
Lithuania,LTU,2021,1096,2.29548025,18.03366021,39.02605773
Saint Lucia,LCA,2017,14,1.18243243,6.68895401,7.73677288
Lithuania,LTU,2017,1231,3.06661352,21.5119596,43.52279361
Saint Lucia,LCA,2015,22,1.99456029,10.76993896,12.28185746
Lithuania,LTU,2020,1229,2.82223804,20.56837152,43.97318673
Lithuania,LTU,2019,1280,3.34369531,21.8090115,45.81020902
Lithuania,LTU,2018,1200,3.03229393,20.84009295,42.83353852
Lithuania,LTU,2016,1293,3.1455262,22.64171764,45.08005108
Luxembourg,LUX,2020,197,4.53081877,18.10793072,31.24905817
Luxembourg,LUX,2021,201,4.76642163,17.69633039,31.40310969
Luxembourg,LUX,2016,238,6.16899948,25.40196946,40.79128232
Luxembourg,LUX,2015,224,5.83485283,23.24379394,39.32556653
Lithuania,LTU,2015,1344,3.21715818,23.83332184,46.26649363
Luxembourg,LUX,2018,223,5.57082188,21.44575911,36.68067825
Latvia,LVA,2021,931,2.71975695,23.17236111,49.40328683
Latvia,LVA,2019,914,3.32460352,22.24212962,47.75784994
Luxembourg,LUX,2017,227,5.65802592,22.99940292,38.06578842
Latvia,LVA,2018,931,3.26323169,22.90227765,48.30907847
Luxembourg,LUX,2019,206,5.13972056,19.13069428,33.2255653
Latvia,LVA,2020,943,3.29847144,23.30170769,49.61985299
Republic of Moldova,MDA,2016,999,2.59568166,20.24423237,28.12536424
Latvia,LVA,2016,936,3.31738437,23.02750143,47.76638563
Latvia,LVA,2015,891,3.16125599,22.28231499,45.05627483
Republic of Moldova,MDA,2017,915,2.48850934,18.11309253,25.78049026
Republic of Moldova,MDA,2015,960,2.40565329,20.04806618,27.01099685
Latvia,LVA,2017,989,3.47517481,24.34372103,50.9203768
Republic of Moldova,MDA,2018,1003,2.69623656,19.40986798,28.29238131
Maldives,MDV,2018,21,1.61414297,7.35482629,4.07216655
Mexico,MEX,2019,6774,0.92914546,5.69850107,5.30979574
Maldives,MDV,2017,5,0.40290089,1.81508491,1.00724816
Maldives,MDV,2019,27,2.38515901,9.61320915,5.08519586
Mexico,MEX,2020,6741,0.63002473,5.49564282,5.22830688
Maldives,MDV,2016,6,0.47619048,2.47792492,1.26179781
Maldives,MDV,2015,8,0.68669528,3.50415095,1.75857028
Mexico,MEX,2017,6901,1.00237048,6.21265484,5.53065235
Mexico,MEX,2018,6827,0.96816418,5.94399492,5.4100621
Mexico,MEX,2015,6769,1.05618749,6.45357161,5.55481435
Mexico,MEX,2016,6882,1.02481475,6.37297523,5.57999807
North Macedonia,MKD,2020,889,3.45175694,25.85847923,42.89441268
North Macedonia,MKD,2017,803,3.95216065,24.5289362,38.70808512
North Macedonia,MKD,2015,841,4.11025854,27.09925571,40.62358409
North Macedonia,MKD,2019,866,4.2355473,25.59953281,41.70089575
North Macedonia,MKD,2021,781,2.7388133,22.68778467,42.52161334
North Macedonia,MKD,2016,909,4.45130013,28.59938778,43.86028401
North Macedonia,MKD,2018,895,4.53692908,27.10166896,43.10724746
Malta,MLT,2015,189,5.48939878,21.64665292,43.75648244
Malta,MLT,2017,181,5.06860823,19.37826925,38.67058643
Malta,MLT,2016,184,5.50403829,20.34770626,40.4031532
Montenegro,MNE,2019,276,5.44486092,26.19755422,44.37099295
Mongolia,MNG,2021,451,2.26280668,20.54748707,13.73836009
Mongolia,MNG,2020,425,2.66926266,20.14765473,13.17767553
Mongolia,MNG,2019,453,2.63249651,22.19272771,14.18390862
Mongolia,MNG,2017,396,2.50442702,20.72333061,12.64468748
Mongolia,MNG,2018,405,2.33698788,20.68501991,12.71048006
Montenegro,MNE,2017,298,5.43398979,29.283857,47.88125449
Martinique,MTQ,2016,68,2.07001522,8.33078449,18.04714019
Martinique,MTQ,2015,67,2.19312602,8.5914516,17.70248205
Mongolia,MNG,2016,354,2.18761587,20.04696141,11.46055368
Mauritius,MUS,2018,147,1.36275146,8.68985823,11.61777061
Mauritius,MUS,2020,148,1.33815552,8.18043573,11.69276471
Mauritius,MUS,2019,178,1.59298371,10.17964122,14.06324193
Mauritius,MUS,2021,185,1.39370197,9.81819772,14.61226166
Mauritius,MUS,2017,145,1.46257817,9.182348,11.86603654
Mauritius,MUS,2016,155,1.5625,9.99957803,12.69229856
Malaysia,MYS,2020,2736,2.50652742,9.20738467,8.45331547
Mauritius,MUS,2015,164,1.72704297,10.88867478,13.43532162
Malaysia,MYS,2019,2602,2.38356967,9.14300901,8.1440318
Malaysia,MYS,2016,1850,2.16028119,7.27090043,6.02907238
Malaysia,MYS,2018,2805,2.38953206,10.26425858,8.89684428
Malaysia,MYS,2012,1704,2.37167353,7.77857704,5.77430949
Malaysia,MYS,2017,2251,2.31013957,8.5265796,7.23686101
Malaysia,MYS,2015,1809,2.24188571,7.45130101,5.97602415
Malaysia,MYS,2014,1741,2.25037162,7.40077145,5.66943507
Malaysia,MYS,2011,1607,2.26862048,7.65738018,5.52955065
Malaysia,MYS,2013,1816,2.44918877,8.00440106,6.01052557
Malaysia,MYS,2010,1555,2.26947663,7.64537322,5.43922398
Malaysia,MYS,2009,1518,2.24928876,7.8176913,5.40569472
Malaysia,MYS,2006,1512,2.21948212,8.69779872,5.77056046
Malaysia,MYS,2004,1359,2.0977078,8.62733181,5.39485838
Malaysia,MYS,2005,1461,2.21561699,8.96452944,5.6869025
Malaysia,MYS,2007,1570,2.21033366,8.86754568,5.80226473
Malaysia,MYS,2008,1697,2.23242475,9.10458365,6.15577707
Malaysia,MYS,2003,1246,2.01787912,8.24972002,5.04477562
Malaysia,MYS,2002,1211,2.10078931,8.50470032,5.00239772
Malaysia,MYS,2001,1148,2.03875047,8.21725883,4.8420188
Malaysia,MYS,2000,1069,2.05735181,8.13502374,4.60889952
Mayotte,MYT,2016,8,1.11576011,6.28435269,3.24609454
Nicaragua,NIC,2017,178,0.74708302,4.01787327,2.78785111
Mayotte,MYT,2015,8,1.25984252,6.4966465,3.33305558
Nicaragua,NIC,2020,207,0.61458983,4.15557067,3.12473866
Nicaragua,NIC,2018,175,0.7435734,3.85970555,2.70667347
Nicaragua,NIC,2019,192,0.78957108,4.04715291,2.93331207
Nicaragua,NIC,2015,193,0.86318708,4.77493238,3.10127843
Netherlands,NLD,2020,10080,5.97588304,26.02524109,57.56026861
Netherlands,NLD,2018,10374,6.76434342,27.97233558,59.9085018
Netherlands,NLD,2017,10396,6.920793,29.43077294,60.67645965
Nicaragua,NIC,2016,189,0.79619176,4.51084081,2.99810881
Netherlands,NLD,2019,10233,6.73733417,26.62347985,58.6043606
Norway,NOR,2016,2234,5.50124357,22.55719067,42.66492697
Netherlands,NLD,2016,10691,7.17531225,31.0484412,62.77629408
Netherlands,NLD,2015,10420,7.08197969,31.07147657,61.51149202
New Zealand,NZL,2015,1805,5.67681469,23.3042704,39.27387928
Oman,OMN,2019,69,0.8281325,3.7349001,1.38693858
Oman,OMN,2021,46,0.36665073,2.40532883,1.01602537
New Zealand,NZL,2016,1758,5.59908274,22.12392651,37.46236183
Norway,NOR,2015,2175,5.3458192,22.86727062,41.90837038
Oman,OMN,2018,37,0.45729823,2.01883585,0.76612914
Oman,OMN,2017,26,0.30649534,1.53702022,0.55723106
Oman,OMN,2020,31,0.29450884,1.75839395,0.67350645
Oman,OMN,2016,30,0.36603221,1.98954404,0.66975962
Oman,OMN,2010,32,0.45681656,2.62453851,1.05213528
Oman,OMN,2009,36,0.50718512,3.31277943,1.25165758
Panama,PAN,2018,247,1.2525355,5.82011134,5.91352039
Panama,PAN,2017,239,1.22677343,5.94664563,5.81966018
Oman,OMN,2014,27,0.3453127,1.80037777,0.67620144
Panama,PAN,2016,258,1.36638068,6.61899569,6.39076084
Panama,PAN,2019,272,1.35667614,6.09152717,6.40536694
Peru,PER,2020,2099,0.89702005,6.00193568,6.36603571
Panama,PAN,2015,308,1.69398306,8.15022471,7.76114423
Peru,PER,2019,2236,1.68407734,6.66607523,6.87778789
Peru,PER,2018,2026,1.61318576,6.3407664,6.33337564
Peru,PER,2015,1745,1.81317539,6.27436941,5.72680658
Philippines,PHL,2018,9012,1.52562429,12.00568849,8.5215684
Peru,PER,2016,1503,1.54564433,5.15907396,4.85998333
Philippines,PHL,2019,9013,1.45273962,11.50448088,8.40074137
Philippines,PHL,2017,8945,1.5442729,12.35036658,8.58698869
Philippines,PHL,2016,9058,1.55586817,13.03337698,8.83447058
Peru,PER,2017,1705,1.4074392,5.60134916,5.42228674
Poland,POL,2020,22238,4.65858742,29.47611785,58.62946314
Poland,POL,2018,23722,5.72718493,32.19718208,62.51162771
Poland,POL,2019,23136,5.64693478,31.29481776,60.967415
Poland,POL,2017,23351,5.79642151,32.94758365,61.51099625
Puerto Rico,PRI,2017,559,1.81629139,8.80995426,17.66936912
Poland,POL,2016,23833,6.1423833,34.39015129,62.78983788
Puerto Rico,PRI,2016,527,1.79630513,8.56180172,16.05177994
Poland,POL,2015,23745,6.01259492,35.05104549,62.5171333
Portugal,PRT,2019,4405,3.92134171,19.29279523,43.07568403
Portugal,PRT,2018,4317,3.80107948,18.98445382,41.97855622
Puerto Rico,PRI,2015,592,2.10796183,9.71824937,17.50693032
Portugal,PRT,2017,4240,3.84786416,19.22182578,41.1638496
Paraguay,PRY,2019,571,1.76441505,10.07878417,8.10545783
Portugal,PRT,2016,4085,3.68117509,18.91458251,39.56243463
Portugal,PRT,2015,4023,3.69346872,18.85781183,38.83925934
Paraguay,PRY,2020,542,1.53702181,9.25198652,7.59897809
Paraguay,PRY,2017,565,1.94686606,10.68246424,8.22768285
Paraguay,PRY,2016,546,1.74357337,10.64298376,8.05562572
Qatar,QAT,2019,27,1.29372305,3.89426249,0.95336728
Qatar,QAT,2020,35,1.28017557,4.17500038,1.2148336
Qatar,QAT,2021,28,1.02152499,2.78183976,0.95545922
Paraguay,PRY,2015,527,1.84001955,10.65057769,7.87890585
Paraguay,PRY,2018,531,1.69876512,9.67231586,7.6336251
Qatar,QAT,2017,37,1.69336384,6.89119128,1.35793371
Qatar,QAT,2016,18,0.81558677,3.44241246,0.67812599
Qatar,QAT,2015,35,1.60183066,6.43517389,1.36414482
Qatar,QAT,2009,21,1.04477612,8.02575168,1.26892051
Qatar,QAT,2014,31,1.31022823,6.45860402,1.26057357
Qatar,QAT,2013,30,1.40646976,8.9322558,1.28393109
Qatar,QAT,2012,23,1.13244707,5.8440959,1.04732402
Qatar,QAT,2011,24,1.23140072,7.06639304,1.17885662
Qatar,QAT,2010,37,1.87817259,11.44164131,1.99318331
Qatar,QAT,2006,15,0.85518814,7.98497957,1.46669
Qatar,QAT,2008,29,1.48870637,12.70916657,2.01856383
Qatar,QAT,2007,14,0.78607524,4.65351103,1.14901587
R?union,REU,2016,187,3.96690709,16.2914141,21.5006042
R?union,REU,2015,205,4.52438755,18.65714477,23.74435782
Qatar,QAT,2005,20,1.29282482,8.56845421,2.3110273
Qatar,QAT,2004,18,1.3363029,9.59477187,2.38937842
Qatar,QAT,2001,7,0.5785124,7.44825802,1.17583623
Romania,ROU,2018,10082,3.80505957,28.3141402,51.74544648
Romania,ROU,2016,10237,3.96162598,29.19902194,51.94752737
Romania,ROU,2019,9803,3.77199497,27.15675805,50.5939486
Romania,ROU,2017,10256,3.90971367,28.94818813,52.34540434
Russian Federation,RUS,2019,50046,2.78295085,20.12399205,34.09949078
Romania,ROU,2015,10361,3.96526518,29.73890419,52.27627849
Russian Federation,RUS,2015,51280,2.68686918,22.08070855,35.02588716
Russian Federation,RUS,2018,50774,2.7761891,21.06847207,34.8401792
Russian Federation,RUS,2017,50186,2.7482237,21.05624244,34.48496648
Russian Federation,RUS,2016,51476,2.722136,21.90770974,35.4333948
Singapore,SGP,2018,1216,6.05125653,18.44427347,30.44351139
Singapore,SGP,2019,1155,5.6930205,16.57975481,28.68703537
Singapore,SGP,2020,1240,5.90898261,17.25837021,30.66111799
Singapore,SGP,2015,1261,6.76502146,21.98698551,32.311047
Singapore,SGP,2017,1200,6.07195264,19.07291437,30.25874251
Singapore,SGP,2016,1187,6.29507849,19.91290504,30.1762348
El Salvador,SLV,2018,176,0.46972164,2.75805558,2.74111451
El Salvador,SLV,2016,195,0.50088618,3.24691843,3.06789825
El Salvador,SLV,2017,161,0.40416719,2.59402973,2.52030095
El Salvador,SLV,2015,182,0.44532531,3.07723731,2.87741394
Serbia,SRB,2021,4615,3.37793328,32.05674785,67.52677587
Serbia,SRB,2019,5249,5.17356936,36.71308595,75.57699632
Serbia,SRB,2020,5010,4.28754814,34.79325607,72.61789392
Serbia,SRB,2015,5264,5.07725843,38.11244057,74.18908888
Serbia,SRB,2017,5281,5.09149457,37.45346327,75.21872683
Serbia,SRB,2018,5402,5.31405243,38.02379223,77.36368839
Slovakia,SVK,2018,2288,4.21417126,23.44148708,42.00654314
Slovakia,SVK,2017,2262,4.19557072,23.87353613,41.58675725
Serbia,SRB,2016,5372,5.32756808,38.57934132,76.10874086
Slovakia,SVK,2016,2301,4.39533151,24.86501519,42.36946784
Slovenia,SVN,2018,1199,5.85306322,27.41348167,58.02384059
Slovenia,SVN,2019,1218,5.91606761,26.1068377,59.26528563
Slovakia,SVK,2019,2096,3.93733328,21.22661684,38.42947394
Slovenia,SVN,2020,1188,4.9467022,25.64520752,56.56803449
Sweden,SWE,2018,3597,3.89918699,15.73776792,35.3506096
Slovenia,SVN,2017,1236,6.02662246,28.73478676,59.82108848
Slovenia,SVN,2016,1205,6.12016862,28.74197299,58.37496688
Slovenia,SVN,2015,1192,6.00988202,28.9487378,57.77777562
Sweden,SWE,2017,3806,4.13358675,16.89624154,37.84166307
Seychelles,SYC,2019,11,1.3836478,8.03153838,11.26760563
Seychelles,SYC,2016,8,1.07671602,9.55344668,8.35858322
Sweden,SWE,2016,3682,4.04299942,16.93970452,37.10539616
Sweden,SWE,2015,3626,3.98452781,17.30231575,37.39644236
Seychelles,SYC,2021,9,0.97297297,8.06277249,9.06727921
Seychelles,SYC,2015,11,1.56472262,7.22927616,11.58162943
Seychelles,SYC,2020,16,2.39520958,10.83565341,16.24992383
Thailand,THA,2018,14018,3.0353949,15.64655086,21.43217964
Seychelles,SYC,2017,21,2.78514589,21.61020651,21.78016553
Thailand,THA,2019,14586,2.95060677,15.70131884,22.24932194
Tajikistan,TJK,2016,204,0.59778468,4.73323013,2.35468506
Tajikistan,TJK,2017,197,0.61516363,4.1841094,2.27825285
Thailand,THA,2017,13704,2.99207441,15.83037565,21.01685862
Thailand,THA,2016,13414,2.85960967,15.98500992,20.63263942
Turkmenistan,TKM,2015,266,0.82488293,6.80353734,4.77962772
T?rkiye,TUR,2018,23809,5.58308262,27.31146785,29.24679737
Thailand,THA,2015,13076,2.93207523,16.19136259,20.10844628
T?rkiye,TUR,2019,23160,5.31264552,25.54960433,28.04572179
T?rkiye,TUR,2017,23782,5.61135768,28.19698277,29.61175542
T?rkiye,TUR,2016,23747,5.65237882,28.99727451,29.95409998
T?rkiye,TUR,2015,22997,5.79311839,29.13111517,29.40098081
Ukraine,UKR,2019,12099,2.08203554,16.45583585,28.90475007
Ukraine,UKR,2018,11937,2.03125931,16.30954627,28.35380812
Ukraine,UKR,2015,12373,2.08020901,17.41397759,28.99337251
Ukraine,UKR,2017,12029,2.09519563,16.6852873,28.42671004
Uruguay,URY,2020,1327,4.06593743,24.50021397,38.20101159
Uruguay,URY,2019,1419,4.07676617,26.20333252,40.9910178
Uruguay,URY,2016,1315,3.83683949,25.71913109,38.40392696
Uruguay,URY,2015,1317,3.99490399,25.86311467,38.59896032
Uruguay,URY,2017,1273,3.83745817,24.29731524,37.04198373
United States of America,USA,2020,136166,4.02414023,21.72301284,41.13743488
Uruguay,URY,2018,1346,3.94397562,25.5021335,39.02258004
Uzbekistan,UZB,2018,1399,0.90308754,5.94480409,4.24504126
United States of America,USA,2015,153819,5.67047478,28.05359573,47.93686429
United States of America,USA,2017,145932,5.18684359,25.19974995,44.89044697
United States of America,USA,2016,148945,5.42753425,26.42408595,46.11071969
United States of America,USA,2018,142161,5.00707064,23.90207483,43.46151736
United States of America,USA,2019,139682,4.89281704,22.82958932,42.44815925
Uzbekistan,UZB,2016,1403,0.90638345,6.27000925,4.40531428
Uzbekistan,UZB,2017,1491,0.92768303,6.59354453,4.60347714
Uzbekistan,UZB,2019,1528,0.98855527,6.17544756,4.55027473
Uzbekistan,UZB,2015,1325,0.87150985,6.26341954,4.23337169
Saint Vincent and the Grenadines,VCT,2019,23,2.37358101,17.94996565,20.79772853
Saint Vincent and the Grenadines,VCT,2017,10,1.12866817,7.44582484,9.10522913
Saint Vincent and the Grenadines,VCT,2016,5,0.54171181,3.78039693,4.56792041
Saint Vincent and the Grenadines,VCT,2018,6,0.64655172,4.7902285,5.44410268
Saint Vincent and the Grenadines,VCT,2020,19,1.842871,14.3627855,17.12637462
Saint Vincent and the Grenadines,VCT,2021,12,1.1684518,8.65931609,10.78525655
Saint Vincent and the Grenadines,VCT,2015,11,1.25142207,8.89416603,10.07805915
Venezuela (Bolivarian Republic of),VEN,2016,3513,1.84434621,13.6362505,11.76834944
South Africa,ZAF,2018,6032,1.33349545,14.7310484,10.43733724
South Africa,ZAF,2017,6032,1.31392363,15.16121174,10.58064518
Argentina,ARG,2021,8740,2.00092033,14.87839588,19.16421819
South Africa,ZAF,2016,6108,1.29419118,15.9693182,10.86684897
South Africa,ZAF,2015,5600,1.21676705,15.00707148,10.11079134
Venezuela (Bolivarian Republic of),VEN,2015,3562,2.11698701,14.31012084,11.84103533
Antigua and Barbuda,ATG,2021,5,0.73964497,4.16567485,5.06426553
Antigua and Barbuda,ATG,2011,1,0.21881838,1.20641607,1.12041052
Belgium,BEL,2019,5858,5.38419118,24.41163048,50.98794141
Armenia,ARM,2022,1137,4.25970328,25.31273708,38.292511
Belgium,BEL,2020,5675,4.47216618,23.31539772,49.18266642
Bahamas,BHS,2015,28,1.25335721,8.22668727,7.48250963
Antigua and Barbuda,ATG,2010,7,1.90735695,7.29732327,7.95201527
Bulgaria,BGR,2021,3244,2.17725427,22.7749024,47.16663934
Bosnia and Herzegovina,BIH,2021,1665,3.31079738,24.73452784,48.22188671
Bahamas,BHS,2003,34,2.06185567,14.64163964,10.85814473
Bosnia and Herzegovina,BIH,2022,1651,3.99980619,23.9443928,48.07958321
Canada,CAN,2020,19489,6.31914452,24.17230685,51.6372224
Canada,CAN,2018,20003,7.00130205,26.58275291,53.95343578
Canada,CAN,2022,19151,5.73244213,22.39427028,49.88744131
Canada,CAN,2019,19755,6.92426595,25.35482357,52.8052583
Canada,CAN,2021,19578,6.28224875,23.6139095,51.4291528
Switzerland,CHE,2021,3231,4.53843128,16.88505841,37.07190895
Cuba,CUB,2021,5341,3.18532876,24.92511352,47.1923803
Chile,CHL,2021,3630,2.63752552,12.49750813,18.89408595
Colombia,COL,2021,4320,1.18979093,7.35863875,8.42666318
Finland,FIN,2021,2348,4.07412549,16.74207886,42.37489255
Cyprus,CYP,2021,325,4.48399558,19.23934628,35.92331202
Denmark,DNK,2021,3381,6.36651226,24.74060221,57.79413084
Estonia,EST,2022,548,3.19403159,18.41044681,41.45516715
France,FRA,2020,30561,4.681117,22.61695803,46.81991137
France,FRA,2019,30566,5.11717298,23.14385731,46.93094987
France,FRA,2018,30692,5.16416047,23.73140206,47.23996772
Croatia,HRV,2021,2814,4.48717949,31.33816457,72.54482556
Guatemala,GTM,2021,416,0.35115857,3.51096475,2.27946954
Croatia,HRV,2018,2957,5.61036694,33.83932141,71.1432115
Hungary,HUN,2022,7760,5.68723158,38.51419533,80.78066602
Ireland,IRL,2020,1978,6.0202094,23.39791712,39.32503293
Ireland,IRL,2019,1953,6.26282709,23.7381744,39.38714172
Ireland,IRL,2017,1911,6.28246433,24.96833471,39.72233857
Iceland,ISL,2021,128,5.48649807,19.59810541,34.36057124
Ireland,IRL,2016,1911,6.23145401,25.92207509,40.31988374
Iceland,ISL,2022,150,5.57206538,22.15780815,43.42878981
